,ANICE-ITM_Berends,CESM_kampenhout,dEBM_krebs,HIRHAM_mottram,NHM-SMAP_niwano,RACMO_noel,SNOWMODEL_liston
1980-01-31,1.502746642954798e+45,118719509962.77277,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1980-02-29,1.502746642954798e+45,88956945899.0387,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1980-03-31,1.502746642954798e+45,462539775431.4464,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1980-04-30,1.502746642954798e+45,106246797379.0343,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1980-05-31,1.502746642954798e+45,1216421696889.0906,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1980-06-30,1.502746642954798e+45,7074194075.673159,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1980-07-31,1.502746642954798e+45,-1439233697649.5437,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1980-08-31,1.502746642954798e+45,48695850841.22381,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1980-09-30,1.502746642954798e+45,710409681376.9337,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1980-10-31,1.502746642954798e+45,1036204285012.5581,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1980-11-30,1.502746642954798e+45,294193861580.44006,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1980-12-31,1.502746642954798e+45,242416100783.2898,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1981-01-31,1.502746642954798e+45,253246557282.01312,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1981-02-28,1.502746642954798e+45,678766842522.6412,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1981-03-31,1.502746642954798e+45,362096883829.6782,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1981-04-30,1.502746642954798e+45,160262693257.71384,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1981-05-31,1.502746642954798e+45,402131910991.74304,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1981-06-30,1.502746642954798e+45,-22991254.352833908,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1981-07-31,1.502746642954798e+45,-416315171911.68536,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1981-08-31,1.502746642954798e+45,-197647327436.71747,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1981-09-30,1.502746642954798e+45,1400596266446.1108,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1981-10-31,1.502746642954798e+45,728869443246.505,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1981-11-30,1.502746642954798e+45,199265712074.39886,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1981-12-31,1.502746642954798e+45,758620785351.3588,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1982-01-31,1.502746642954798e+45,370498857012.0515,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
1982-02-28,1.502746642954798e+45,631821109935.5106,1.502746642954798e+45,1.745864934501179e+45,1.502746642954798e+45,1.502746642954798e+45,1.745864934501179e+45
