,ANICE-ITM_Berends,CESM_kampenhout,dEBM_krebs,HIRHAM_mottram,NHM-SMAP_niwano,RACMO_noel,SNOWMODEL_liston
1980-01-31,5.020710807960278e+43,606311840244.0503,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1980-02-29,5.020710807960278e+43,399542171137.0066,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1980-03-31,5.020710807960278e+43,149634000300.62112,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1980-04-30,5.020710807960278e+43,67947092582.333885,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1980-05-31,5.020710807960278e+43,421760846193.39465,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1980-06-30,5.020710807960278e+43,-317442983393.79517,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1980-07-31,5.020710807960278e+43,-1556256020720.7776,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1980-08-31,5.020710807960278e+43,-766047996113.6213,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1980-09-30,5.020710807960278e+43,416894561726.725,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1980-10-31,5.020710807960278e+43,100567149008.36667,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1980-11-30,5.020710807960278e+43,500957356328.00165,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1980-12-31,5.020710807960278e+43,450961577112.56195,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1981-01-31,5.020710807960278e+43,80005010618.45891,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1981-02-28,5.020710807960278e+43,339338523122.4944,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1981-03-31,5.020710807960278e+43,727849555972.8395,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
1981-04-30,5.020710807960278e+43,218279013188.25015,5.020710807960278e+43,1.4272347785613722e+45,5.020710807960278e+43,5.020710807960278e+43,1.133113977145005e+45
