,ANICE-ITM_Berends,CESM_kampenhout,dEBM_krebs,HIRHAM_mottram,NHM-SMAP_niwano,RACMO_noel,SNOWMODEL_liston
1980-01-31,388061407517.7394,1205387002012.8718,355853214281.1355,5.391652726905059e+44,111732084148.01787,413840743544.66656,2.242899682268817e+45
1980-02-29,1179291748080.2786,471043050859.93164,953700831186.1152,5.391652726905059e+44,1137457908040.9377,824443907779.1877,2.242899682268817e+45
1980-03-31,732134091962.0352,594668901762.0114,758004396532.8118,5.391652726905059e+44,473444295053.60895,711222569861.8947,2.242899682268817e+45
1980-04-30,473227643808.63745,124096350473.24495,425525209454.88617,5.391652726905059e+44,268979379088.8576,594107706367.9249,2.242899682268817e+45
1980-05-31,11843444420.017971,95993887719.18071,227823307859.2939,5.391652726905059e+44,-673722312953.886,214396054862.81174,2.242899682268817e+45
1980-06-30,-1096799145127.1627,136322974642.40219,-763885814052.4634,5.391652726905059e+44,-1215996895695.7417,-1095334229255.0847,2.242899682268817e+45
1980-07-31,-1490655174407.1548,-602869218768.407,-998928176909.8457,5.391652726905059e+44,-1737474351255.0925,-3028241501491.8125,2.242899682268817e+45
1980-08-31,-1013243162294.6034,-399749239155.26807,-403890602860.3087,5.391652726905059e+44,-888432399679.6519,-1479555449631.6765,2.242899682268817e+45
1980-09-30,55503689845.01653,842922681886.2378,296942209071.7048,5.391652726905059e+44,-198420282008.94318,55974016026.595764,2.242899682268817e+45
1980-10-31,492960970677.6708,331678474836.761,442572491607.84,5.391652726905059e+44,239694059422.8668,402615837942.351,2.242899682268817e+45
1980-11-30,555630309937.4003,508364704703.49084,525641269255.2138,5.391652726905059e+44,359787595132.74994,422186140463.109,2.242899682268817e+45
1980-12-31,313311284572.31616,749653513075.7185,199501598886.09363,5.391652726905059e+44,36193906566.525734,137009116507.44142,2.242899682268817e+45
1981-01-31,282366463997.3962,174763592258.27573,184736145619.7358,5.391652726905059e+44,1740978363.3074517,192923581983.96347,2.242899682268817e+45
1981-02-28,849235230837.0093,422724594877.8183,743959250230.7449,5.391652726905059e+44,527177787120.2862,692950065407.1694,2.242899682268817e+45
1981-03-31,365865588640.1878,868566276987.5142,261299716723.3494,5.391652726905059e+44,138305981842.65833,237071995121.8327,2.242899682268817e+45
1981-04-30,635125110183.3954,396187496652.757,489188486233.4056,5.391652726905059e+44,132597998382.71748,478339976359.6021,2.242899682268817e+45
1981-05-31,277439152044.69214,272395910777.46457,340747666041.74304,5.391652726905059e+44,-203390076605.7376,559950306740.9473,2.242899682268817e+45
1981-06-30,-656844705689.6141,8690409218.842098,-502520277752.0813,5.391652726905059e+44,-833406427161.7896,-591177539359.9695,2.242899682268817e+45
1981-07-31,-1256698917853.41,-493818113872.4753,-866943221349.1245,5.391652726905059e+44,-1321162575302.2725,-3112265557733.054,2.242899682268817e+45
1981-08-31,-637828811457.8944,-464821908013.81323,271547812777.4239,5.391652726905059e+44,-597078220913.9586,-1508963328888.9917,2.242899682268817e+45
1981-09-30,250995439175.9834,888195917302.1299,306700889274.6731,5.391652726905059e+44,-272095477067.3737,-12706189431.118662,2.242899682268817e+45
1981-10-31,366609358235.86395,170176028015.74255,257300633764.88953,5.391652726905059e+44,46031939140.18229,259554852085.24542,2.242899682268817e+45
1981-11-30,391705239664.14594,586175165609.9271,314109832675.1067,5.391652726905059e+44,154891211989.89645,239460943011.60577,2.242899682268817e+45
1981-12-31,240986329478.64526,49914456019.83458,114228665719.51889,5.391652726905059e+44,-29031757844.744156,56347667160.59474,2.242899682268817e+45
1982-01-31,257805720541.21194,115987044728.44778,183617294849.95966,5.391652726905059e+44,18659840061.48214,161544586515.14313,2.242899682268817e+45
1982-02-28,1241238163349.9656,699728365275.9808,1117666050991.77,5.391652726905059e+44,1017144168381.6447,1084797352359.931,2.242899682268817e+45
1982-03-31,703346094670.6315,300011162921.2049,746333321755.4514,5.391652726905059e+44,527102061586.8275,521254734215.26306,2.242899682268817e+45
1982-04-30,463778099668.0838,496162571875.8188,368980236728.92554,5.391652726905059e+44,219829573124.95563,398524985961.4205,2.242899682268817e+45
1982-05-31,193286531236.00278,83465237183.79988,69992943411.19794,5.391652726905059e+44,-94404903320.97609,104955794203.77792,2.242899682268817e+45
1982-06-30,-764306821690.7253,-167487807513.97812,-401671828565.55194,5.391652726905059e+44,-1173267532608.4478,-911164760701.246,2.242899682268817e+45
1982-07-31,-1372130963855.5767,-940272594120.2296,-927050517476.616,5.391652726905059e+44,-1088471646622.0745,-2634518603046.8906,2.242899682268817e+45
