,ANICE-ITM_Berends,CESM_kampenhout,dEBM_krebs,HIRHAM_mottram,NHM-SMAP_niwano,RACMO_noel,SNOWMODEL_liston
1980-01-31,20.005338990169104,40.993143463820005,13.339677369015751,29.76525676079378,-1.0142015637150996,19.20665487631297,6.019341007049821e+33
1980-02-29,31.50125466585686,15.208796387926505,23.216496498076438,40.26964118682331,13.7902594420102,36.70510380529908,6.019341007049821e+33
1980-03-31,52.86047328308883,21.729596679235502,43.34625552786884,63.97521353755006,55.899397782298806,42.49012945499809,6.019341007049821e+33
1980-04-30,29.52018086778074,1.7875006163902896,20.850653104486337,34.73949134263056,7.149083507783002,28.26227827433058,6.019341007049821e+33
1980-05-31,1.6123618193719782,10.828209158509935,0.3197076216538653,-24.84672776952598,-83.02779646664119,-34.60340793552185,6.019341007049821e+33
1980-06-30,-101.33813548195214,-31.627270401528627,-37.51367689752796,-152.9081193886674,-152.59828364401548,-223.27954103832894,6.019341007049821e+33
1980-07-31,-92.97293957251857,-166.51419584644108,-49.065100814433144,-231.50016695010277,-181.03084179226047,-371.5128087746235,6.019341007049821e+33
1980-08-31,-66.66028819784205,-111.81376048520879,-12.274060353095043,-75.93421460647515,-60.33363997120761,-100.58272045285536,6.019341007049821e+33
1980-09-30,30.404450328301,30.635300043791325,24.425646097946156,28.88781967085367,-0.49424304444630185,7.045476159922568,6.019341007049821e+33
1980-10-31,16.987000343398538,6.560591312484058,10.70573674849768,17.986313025218603,-10.396270183682232,13.511409878691207,6.019341007049821e+33
1980-11-30,20.216447273301412,23.110062755383197,12.17389983466496,18.994157592386344,-3.958407169474836,16.790637453091097,6.019341007049821e+33
1980-12-31,17.16880420042667,22.426481297282102,8.71311801903739,5.935017866121284,-1.897099299138081,7.4017453674881555,6.019341007049821e+33
1981-01-31,4.057280132764744,3.5948868349314145,1.7935940081064488,4.052857949205838,-8.950369656536877,4.476812893069379,6.019341007049821e+33
1981-02-28,28.156149852489445,15.855421249008785,21.86648658128148,35.79012210790236,38.478551377841775,28.674031982295592,6.019341007049821e+33
1981-03-31,5.510692504020788,49.82868973374235,2.4164266101110314,3.958919873565477,-8.442239038703045,6.1379510737116405,6.019341007049821e+33
1981-04-30,19.057446205929704,13.702473951307514,14.990453122538225,39.61845277633013,-6.8197901126903275,32.87072637368076,6.019341007049821e+33
1981-05-31,10.016057107364981,24.941098774715034,12.699091729358457,2.4397660569700736,-49.36110533352311,-4.585753168999643,6.019341007049821e+33
1981-06-30,-27.205774526028225,-8.556724851609765,-15.60955836651188,-107.83741168764924,-83.00729126456493,-116.18134874734828,6.019341007049821e+33
1981-07-31,-58.33621810028855,-106.6007830296854,-30.26987031735989,-227.9732097918367,-130.23384580879195,-261.50472154833255,6.019341007049821e+33
1981-08-31,-12.721048504249309,-93.84842482099296,18.608075970386636,-64.63833396671748,-94.25703231969817,-101.78839576154274,6.019341007049821e+33
1981-09-30,6.273740947093251,68.08087899255865,4.527045822801516,8.004021431183926,-38.944683816971,-3.662630172425426,6.019341007049821e+33
1981-10-31,17.19378414477233,7.53164522428008,12.996887463469852,20.825207142801066,8.715114419495375,17.54756475654397,6.019341007049821e+33
1981-11-30,22.810769324981244,21.438630349753428,17.442260610510985,30.08524159092052,4.469651329855885,22.16732704505758,6.019341007049821e+33
1981-12-31,3.0258437090938552,11.805309994660584,0.10341568115679939,0.06933811543285437,-13.897766721028509,0.6613522477401573,6.019341007049821e+33
1982-01-31,13.721965946791078,3.8723840635266984,5.550145688472037,8.028703723212823,-8.593227440361716,8.300633785639876,6.019341007049821e+33
1982-02-28,42.56272661607137,28.638979333799806,29.18326063249901,48.69458585323949,49.31043143220933,24.659314954287026,6.019341007049821e+33
1982-03-31,56.864871777594644,11.839435961561366,45.10873940649061,77.96552206900809,78.09899186487068,48.010224465222954,6.019341007049821e+33
1982-04-30,19.34751993856901,10.493031510520654,11.047815212860243,27.05225781209345,-0.23173834448680902,20.154441050242184,6.019341007049821e+33
1982-05-31,10.757241956063439,0.46215790550341634,2.6723718653918374,-8.21979468996746,-18.99179256459619,-1.8901958892962345,6.019341007049821e+33
1982-06-30,-47.617141116868524,-52.95398549189858,-51.3165977070797,-150.1178388740886,-124.9709641236989,-219.88973739506238,6.019341007049821e+33
1982-07-31,-154.58350846762437,-199.2999268852939,-64.08453158033952,-206.4696441793521,-123.67749408227645,-222.50803765197557,6.019341007049821e+33
1982-08-31,-41.85939340880217,-65.47594189233622,-6.916863318992687,-102.64361656327434,-112.30407917298844,-107.64328554748542,6.019341007049821e+33
1982-09-30,31.91080583125128,47.332854410587714,21.47757654826211,24.140827623429228,16.361379038125627,11.76251825573471,6.019341007049821e+33
1982-10-31,30.82081743093993,9.02927572758193,20.333781893403142,40.18423304791481,10.380534522499458,27.970069559520788,6.019341007049821e+33
1982-11-30,23.67475962241776,7.959800489272855,13.493855349803429,28.508726018001656,11.178640743741845,14.373620958043679,6.019341007049821e+33
1982-12-31,25.457978554314987,27.349411968670314,16.529906076669082,29.76175334897812,19.84174525070536,25.40163956136411,6.019341007049821e+33
1983-01-31,36.07463913551546,17.73613134533505,26.80519177190807,29.80355948395395,55.32244864376492,21.609330311106593,6.019341007049821e+33
1983-02-28,38.498453326289145,14.334182217898539,30.24294654782198,63.012613533345956,11.643680998965586,52.772195661900064,6.019341007049821e+33
1983-03-31,36.8979118649072,19.367143087593252,30.037342400228304,31.774446849511527,53.317100114588534,35.496649996643114,6.019341007049821e+33
1983-04-30,26.73766921114514,25.06709053236225,19.282899600711485,43.19577855171292,28.172595443548143,26.862433675368063,6.019341007049821e+33
1983-05-31,5.353614870460021,8.204540667895818,0.5232688257893499,-7.094822817716844,-38.184530908153974,-5.197306156980668,6.019341007049821e+33
1983-06-30,-20.512392642675973,-48.152326124618554,-21.304466052371513,-129.25589332714827,-102.34875949134178,-102.77538774797718,6.019341007049821e+33
1983-07-31,-70.81113248488587,-158.48391326754293,-4.844793357125495,-157.44177103603099,-44.441721111613994,-172.42531910483837,6.019341007049821e+33
1983-08-31,-10.635900338830504,-94.08400963532942,16.61627788251252,-38.09116984743501,-56.03272634568648,-59.97549690602678,6.019341007049821e+33
1983-09-30,16.51332675655383,40.15780878404269,15.130953191659493,2.5672506237094335,-42.43642636790386,3.898788332741101,6.019341007049821e+33
1983-10-31,5.368407684396704,13.608818480176188,0.11226246330676765,5.369424356589332,-13.829222317292684,13.841173199902649,6.019341007049821e+33
1983-11-30,13.413428631185017,18.0950982313901,8.058940195546747,17.08850188121212,-32.57640141977969,16.074315855872598,6.019341007049821e+33
1983-12-31,22.84436676962851,32.12621636029262,16.238987885319343,13.395848039021747,19.143685196092914,10.267869352628034,6.019341007049821e+33
1984-01-31,63.5999381329073,47.3281189638894,44.85257194972595,82.71988757773094,64.10234313379684,43.43181310545301,6.019341007049821e+33
1984-02-29,76.27659202663561,25.63274003562937,53.143618541359686,86.00349837618361,100.23160644019981,63.44832235494757,6.019341007049821e+33
1984-03-31,41.87903722199481,29.997684639835448,26.00207600338647,30.35763898975016,13.8235053451153,43.922261054776854,6.019341007049821e+33
1984-04-30,51.32735311820679,28.40436324899369,31.18001448012224,63.17784622914332,51.75756811764483,36.932681498573885,6.019341007049821e+33
1984-05-31,50.96828538861372,11.814179326533834,34.892181622179216,59.64781230431587,39.336797062396,41.423666023116546,6.019341007049821e+33
1984-06-30,-49.36708774376107,-11.961160694514371,-23.5774707676485,-125.84513021594265,-133.98939270721098,-101.4718914536734,6.019341007049821e+33
1984-07-31,-230.51801582989194,-84.19797555896982,-104.79526944833114,-244.7901459433882,-184.6031311407551,-305.643642391011,6.019341007049821e+33
1984-08-31,-27.13574990866277,-94.76400826685233,26.003430885698123,-53.92819888501526,-64.0772648375482,-71.31190298137095,6.019341007049821e+33
1984-09-30,54.99849880181048,9.976287288283594,42.001762620411476,60.063066192209966,-7.0018504112656945,23.946822098467724,6.019341007049821e+33
1984-10-31,35.421914301912,14.921826624322723,18.527720042993113,37.17817783200608,22.19353314756779,21.90475556632371,6.019341007049821e+33
1984-11-30,50.92145127051725,13.152064320522152,30.206752058547096,25.896732891536207,20.651936744593332,18.054153488591645,6.019341007049821e+33
1984-12-31,94.6865266352171,40.620958920035186,75.4688285486325,80.97178506991233,106.96771549972918,63.662818493668574,6.019341007049821e+33
1985-01-31,23.110709952199137,18.029236658037348,17.979343427473815,18.060893202579013,-1.6474876338918196,22.662235731755075,6.019341007049821e+33
1985-02-28,32.56679779538349,37.27053786335689,23.977378269222818,41.00919159543924,25.366662458814577,51.75505931564233,6.019341007049821e+33
1985-03-31,24.639926671678253,30.465925645121168,18.635184685402052,28.852511061967757,21.29530443267941,25.58174937762271,6.019341007049821e+33
1985-04-30,4.99553169053613,14.600280181498833,0.4604807775237933,-0.08057034027486562,-17.354782080594692,3.748042062667547,6.019341007049821e+33
1985-05-31,5.85782017400431,19.84582422027984,6.462741995329832,-15.54266747723468,-54.3462914422671,-26.868293285206455,6.019341007049821e+33
1985-06-30,-21.52335159902123,-62.714676392566155,-17.428591396670303,-129.66692417229936,-108.97781007323357,-143.49682280970507,6.019341007049821e+33
1985-07-31,-107.85208791971314,-172.12476772632974,-28.25220510978925,-206.2812020652893,-109.07759507682621,-274.28228567182606,6.019341007049821e+33
1985-08-31,-37.066039065790726,-97.48207195106204,-7.125200601691248,-93.67513075209212,-95.02860822576214,-143.62327121460999,6.019341007049821e+33
1985-09-30,4.700192197723758,16.667315998168,0.2610991395675009,-0.9621552242976475,-24.678456309939293,-5.623586910599079,6.019341007049821e+33
1985-10-31,20.067307055239414,47.12515721663904,14.14905349930368,15.605984791544971,-19.15559639354671,22.026652581832607,6.019341007049821e+33
1985-11-30,34.108899849118295,25.337152777478213,28.286741269735444,39.52120265703479,21.77050677956264,33.00174847785414,6.019341007049821e+33
1985-12-31,5.911174738481839,13.408553856235102,1.342368201092219,9.057878306705579,-6.3272862623527955,10.676069515459941,6.019341007049821e+33
1986-01-31,20.401159869162782,21.91378985099854,14.837944755965205,25.442748835300616,9.644766194764333,20.441286598807995,6.019341007049821e+33
1986-02-28,15.13604188520659,11.15735870911171,8.167796228401752,16.32477723974116,-8.427645880300279,15.579500078270556,6.019341007049821e+33
1986-03-31,35.6362938210928,48.445468420856685,29.23930637111095,57.36235553537172,32.404097643208864,34.129167558988804,6.019341007049821e+33
1986-04-30,25.516553528658143,9.83642167751484,18.79843998642568,20.586022493759334,11.72289629328267,16.395953141753832,6.019341007049821e+33
1986-05-31,15.623376137913674,34.88474351855491,13.120916060940289,13.982434085352276,-1.4341029416527156,19.81485235304469,6.019341007049821e+33
1986-06-30,-29.141332048669636,-28.178690851737628,-19.826211960462274,-113.78253099174792,-77.01657672115057,-74.95894886101968,6.019341007049821e+33
1986-07-31,-59.87470568054973,-110.71181598152656,-26.110156951224894,-163.75977684412254,-80.1485781472431,-142.9766815752635,6.019341007049821e+33
1986-08-31,-19.17571713879721,-85.62519228010328,16.518027595391914,-83.68500525738949,-87.72045644508277,-90.57073944688538,6.019341007049821e+33
1986-09-30,15.589555083530811,42.32862181245471,15.625622931268214,30.34772723987127,-20.856241724306635,8.29445263365188,6.019341007049821e+33
1986-10-31,64.22978015295753,77.0255403692628,49.02129469767887,42.1207409908807,63.65641638580735,26.988024204627354,6.019341007049821e+33
1986-11-30,48.84100288146923,11.07137902140318,37.837991051929,50.79702645873526,82.93038009272097,31.61885553288226,6.019341007049821e+33
1986-12-31,110.39852963766856,9.709314662803347,93.10984920742581,124.23597301420506,156.0843374201001,79.25082996627205,6.019341007049821e+33
1987-01-31,20.65517415560214,16.810156147591634,13.93364258685334,16.661948495760655,-17.84032513655835,25.03963416130941,6.019341007049821e+33
1987-02-28,44.051319135538385,16.657078059253596,31.86202989926559,54.16487359359102,47.19842775391451,32.27237943904962,6.019341007049821e+33
1987-03-31,37.44434082273736,3.9340963389356185,28.86968196085172,53.63127842642764,40.38679937695289,37.13603600937888,6.019341007049821e+33
1987-04-30,66.40600307436983,30.87228746203756,53.59458189346215,74.37793874563192,78.18319281832031,59.801585938023265,6.019341007049821e+33
1987-05-31,7.0701949245619735,-3.324085460064822,3.7189367710774035,-17.116827571542316,-71.13772561103337,-19.181483370513803,6.019341007049821e+33
