,ANICE-ITM_Berends,CESM_kampenhout,dEBM_krebs,HIRHAM_mottram,NHM-SMAP_niwano,RACMO_noel,SNOWMODEL_liston
1980-01-31,543.2056515790058,92.12579277507301,301.3476232285098,852.2692403966485,565.1797266619039,769.131368164882,425.52480659170504
1980-02-29,290.7249365412712,121.49461509757062,150.27162031507754,368.78522603016455,286.92246870679764,354.3226823841728,230.04975662766114
1980-03-31,129.6956454975501,274.1418833963423,125.14334919933646,175.01535754004183,134.6906055943813,149.20793781346438,187.0507294569149
1980-04-30,71.19190392518303,82.23870708816575,101.15537084216233,99.84495901026901,101.01468006981774,63.30711932413058,124.39897662474783
1980-05-31,-184.482359669374,-141.45647955096356,-90.74692030201248,85.59002487471587,-18.244833908287887,41.95704594710749,-8.660056605746782
1980-06-30,-259.29632281066256,-268.76809581194453,-256.9885866256581,-239.1990972310296,-238.04846726969427,-231.3650489966275,-111.85533532880125
1980-07-31,-367.56093661838423,-432.6580124309595,-402.1455117434241,-501.68250604928295,-351.20182924045304,-504.64309579239847,-241.61772806636307
1980-08-31,-389.572271664205,-418.3944741150598,-322.51210535247304,-386.2374811293117,-354.2713486531661,-422.9368390275962,-282.8123175486528
1980-09-30,-147.0542174546146,-170.58391007358406,-18.763225439953597,-94.3323838981117,-67.06268719148916,-96.05611889246799,-49.004960329561214
1980-10-31,219.50484139275474,52.01866589646427,163.40021285213732,535.8016674743276,348.5112803048795,441.53009383994936,227.6382196484137
1980-11-30,285.44263147130994,130.95521599022956,155.59021776296558,187.16087775786914,203.1993102996906,138.18964661544663,201.6671816234356
1980-12-31,307.9759510404287,54.37031005233195,176.22247905644045,285.53355908642624,210.30327518048676,253.1945167742052,260.1020750153138
1981-01-31,286.1196943901879,88.22368443280072,158.59443547325264,234.64144485189894,244.45953140958898,165.71526423069767,241.94714475474976
1981-02-28,112.90490335088518,52.893777563170424,87.83361893140771,50.21205941370124,26.331466639017123,48.01258656769747,128.39815464213223
1981-03-31,93.92152374872032,168.9716727340709,42.47600475456113,85.38050083908979,39.288383292381624,67.47861820404657,59.31272672136013
1981-04-30,239.21947210666573,139.3241018075965,139.61662129152637,153.31002106541118,128.21459232669423,100.56384650619422,183.274714963643
1981-05-31,82.34087737103155,-13.01479797388414,92.07229524187068,164.03286635170207,232.64600059290655,133.08133346520523,186.87198731521548
