,ANICE-ITM_Berends,CESM_kampenhout,dEBM_krebs,HIRHAM_mottram,NHM-SMAP_niwano,RACMO_noel,SNOWMODEL_liston
1980-01-31,144.26114779332673,5.442800816974669,47.364029011384396,192.16040666193234,98.4235408116034,99.07045889968515,45.72212943289841
1980-02-29,78.7085811416248,3.8663133785344352,11.234758976761958,64.28059404523889,12.989062685874282,15.121504036997024,11.592107703966079
1980-03-31,129.8867478585746,14.252387717637044,35.363172458326474,140.46815862183868,74.49646655942573,96.95709847170063,36.32496306745102
1980-04-30,91.56769583768016,1.645164897932237,18.470107292739314,86.70488003851862,39.745807674614355,37.717801644262224,14.517722162667454
1980-05-31,86.75046523114206,32.99409999882884,18.25782102249524,74.36689542059163,5.49043914376933,32.04541750343287,11.897189961441766
1980-06-30,-74.61108778804153,-51.12189221839524,15.739411978314731,92.00135700058202,10.525867928030737,119.64912804831107,-27.672912833984892
1980-07-31,-363.12718079697134,-202.8698158616729,-304.88592297981967,115.98521424578584,14.662560686437802,57.65093244903546,-504.72832349351717
1980-08-31,-79.20377715219135,-134.18126124096096,90.59263641719596,190.04787826641208,233.30562905544,147.72906630113295,-11.073155666761103
1980-09-30,120.48617304992442,22.982607141224698,45.13813111710148,92.68100091072614,68.0697175033227,51.858244812520816,7.1399315269014885
1980-10-31,72.95849961339977,62.05132422521798,9.465550886925206,28.17112439096561,-4.399608196678656,19.89089732849153,6.936039542813349
1980-11-30,207.50131178145944,24.629174082190268,74.02013023253981,281.8800225535104,164.33790966512484,224.59984934495264,74.52665279193769
1980-12-31,79.82472285310867,2.855959635711774,12.529205612785827,75.7312659308244,24.91243661929736,26.745719488038137,12.414099459705355
1981-01-31,81.28749983331957,3.390458234058287,13.109351891683874,61.896288022553264,13.812819691842398,17.40210083454872,12.099718323331379
1981-02-28,67.29068647869327,15.092993973007138,5.253187592354474,53.54269614146872,14.783414936178952,20.643332185415627,4.489439153326927
1981-03-31,81.89176348864137,2.9419585645877757,12.605655276858178,64.11255391121544,22.31524744921235,24.425491549130722,11.90841169209628
1981-04-30,91.37254434622773,3.35045253567603,16.434809391551628,66.75858188162191,15.58155627024646,34.82472371553561,14.086282459093711
1981-05-31,128.62489111022293,25.601478909734904,38.61282465376785,116.34427451155356,60.86178256586755,69.33533822184341,26.851416422224126
1981-06-30,-333.4342907135095,-26.573005855491864,-174.68304071559,-25.899004846538904,-79.97079458101756,-34.1639551543171,-319.0692083027103
1981-07-31,-486.45680922145885,-196.96014302790854,-636.9304371560779,-173.1347586586782,-107.06535788008894,-348.5792794942778,-775.4733492810794
1981-08-31,-157.09691634453816,-76.95084412887824,58.384925199353646,235.7160142005141,264.312955431231,166.3912505573714,-102.90490741396468
1981-09-30,167.04252237207172,21.838771178827074,74.72582787675404,170.08893465737754,159.20409185063752,172.28827268144573,33.55922755392517
1981-10-31,164.17615103691207,52.146823013839395,55.9811278546373,162.42471001971174,113.67406969242361,109.56534976922372,52.759746120418946
1981-11-30,157.5530764361121,23.97786078698616,48.11874316640986,171.93145543891396,89.4100762151,91.76607254541061,48.323529799878365
1981-12-31,88.3579984120175,27.36476415505963,16.313512986276336,93.94557494668724,41.954543911022455,57.706590746643954,15.391519648442014
1982-01-31,116.76195430584362,38.47155957950962,36.591680450543166,141.99219729567656,78.25850228016617,90.32108268238204,35.06667600894561
1982-02-28,46.50826421399641,17.671056883054653,0.7541047076157487,13.997173845464603,-2.785647153443204,3.303402618867786,0.9903574490419922
1982-03-31,90.2076765264549,63.58381850166858,22.292032161658902,115.93830256982096,57.32051873411874,50.47951875206188,21.20256281278513
1982-04-30,81.85383581752154,11.906836800694295,16.08154360021801,41.639708191832156,31.884472085105728,14.288716124049634,14.414225952221097
1982-05-31,69.45729746971709,16.939654674698478,11.632779842496417,43.6666146122828,7.48149974321176,26.14341294569826,0.4356824036332615
1982-06-30,-374.13243413506177,-34.935887633189516,-227.6280404855506,-18.182693666889588,-142.08689733513154,14.38189661431629,-382.72210527272904
1982-07-31,-448.66441199963765,-153.19557460389362,-546.1526315440026,-125.15044866289882,-44.80909671908854,-223.75634361560728,-683.7134522656197
1982-08-31,-254.9568324864476,-97.76637811853146,-11.707451637751163,13.076085843259278,61.22089679434563,46.826055140211665,-140.46678519870972
1982-09-30,150.39626771014693,28.474492451176918,49.63123218598532,148.79555626002164,142.51988812070076,82.60016608344013,45.39150040794526
1982-10-31,71.1730435912768,83.04687388301956,11.967455947271041,26.445261917405787,10.354926309740526,18.17521313177391,11.35150619818408
1982-11-30,86.32951355895521,21.335146686718716,19.292588533273335,62.76388154396052,30.349337846040125,19.165503393726016,18.661333062666774
1982-12-31,61.20823163736127,27.284872881551408,7.230987762365072,36.0956698344404,5.732817358192736,7.600709353038292,6.361682417004678
1983-01-31,47.136590033020596,14.595991382898967,0.692878591759184,9.822761621792939,0.13682193564135467,0.32847404514726314,0.7228160942131785
1983-02-28,71.2547004473908,20.03912951147321,11.61068164347658,44.68134910225076,26.823652824379508,15.978045698340756,10.60580680379074
1983-03-31,75.07670708311461,19.046526154944875,14.656059563144096,67.27971013987799,39.89115170803989,21.67286059415522,13.07380554069284
1983-04-30,87.69889936293549,16.74707665076799,20.751665483108376,86.01244734026402,46.4923998985758,35.05621288002087,17.688492287106275
1983-05-31,127.31059333397648,-2.54236766323303,38.479981306394144,206.4807741861395,118.43126039865847,131.1445588133894,29.064576154866412
1983-06-30,-241.6773237308295,-50.1224853373375,-121.61857356898831,50.47357597079705,-6.553816206892043,90.18431188088422,-166.440737684223
